username,review,rating,sentiment
jaredkjacoby,"When British governor Scott Buxton kidnaps a young girl from her tribe, the guardian of the tribe, Komaran Bheem vows to rescue the girl from her captives. Bheem enters the British Raj, the colonization of an Indian subcontinent by the British to get in Buxton's stronghold and rescue the girl. Aware of Bheem's presence, Buxton offers a special reward for the officer who brings him in. A. Ram Raju, an Indian officer with a lot of strength and talent, volunteers for the job and is instructed to bring him in alive. In a turn of events, they meet each other and not knowing each other's true identities, they end up becoming best friends after rescuing a child from a falling train on fire.The best way to describe this movie is that RRR is an action movie epic. This movie is one of the most glorious pieces of entertainment I have seen in years despite its three-hour runtime. There is not a single minute in this movie that is boring. There is always something crazy happening in the story whether it is a crazy action scene, a fun moment in the bromance, a comedic scene, a dramatic scene or even a lively musical number. RRR is a complete package.First of all, I adore the two protagonists, Bheem and Raju. Both of them are awesome in their characterization and in skills. Bheem is a kindhearted man who wants to rescue Malli and take down the evil British Empire. Despite this, he never targets anyone innocent. He does a great job disguising himself and he overall incredibly likable and endearing, especially with his interactions with Jenny. Raju on the other hand is one of my favorite characters in a movie this year. He fights a whole mob with his a blunt weapon, he encourages his friend in a dance off, he has the best arc in the movie and he has an interesting backstory. Raju is a fantastic character to the point where I actively rooted for his survival throughout the film. The bromance between Bheem and Raju is wonderful as well. They are so wholesome together, you forget that they have opposite goals while you see them hang out. N. T. Rama Rao Jr. And Ram Charan share some of the best chemistry I have seen in years. They act like best friends throughout the movie. The two leads make this movie a delight to watch.As for the rest of the characters, the British villains are quite despicable with Buxton and his wife being some of the most despicable people of the year. They are complex villains, but you want to see them go down in flames. Jenny is an interesting character. I thought she would be a twist villain who is only there to give the British Empire a good public face. Turns out, she is not really bad, just with bad people. I'm glad she ended up not being a villain, but I kind of wish she would have been a bigger character by the end. That is probably my only complaint in the entire film.The script is fantastic as well. The story engaged me from beginning to end between Raju's past, the friendship between Pheem and Raju, the conflict when they reveal themselves to each other and the adventure of the film. A great action movie has a great story and this movie is proof of that. It takes full advantage of its runtime to develop these characters and flesh out the themes and world of the movie. The tone is a perfect balance between lighthearted cheesiness and touching dark moments. When the movie gets cheesy, it is the fun cheese as this movie is hilarious with its humor and sequences. However, it pulls of its emotional moments well, including a torture scene that reminded me of Braveheart in some ways. The script packs a lot in one movie, but it delivers big time.The spectacle in this movie is out of this world. It puts many American blockbuster films to shame. This movie has at least three of my favorite set pieces of the year. The first infiltration of the stronghold, the rescue of the child at the train wreck and the insane climactic battle are all standout set pieces. Each one of them are not only a joy to watch, but they are creative in the way the stunts are performed and how the bad guys are taken out. The fights also show how Bheem represents water and how Raju represents fire, especially the one-on-one fight between the two. There is not a single action scene in this movie that is boring to watch. It is all so much fun. The sets and costumes are gorgeous as well. The cinematography is stunning as there are several jaw dropping shots and a couple solid takes. The only minor bad thing about the visuals are that some of CGI on the animals are not that great, but only when there is so much going on. The animals still look believable. I didn't question it at all except for maybe one or two scenes. The visuals in this movie are spectacular.Also, this movie has an awesome soundtrack. The musical score and main theme are great and fun to listen too, but this movie has some surprisingly robust musical numbers. The dance choreography is on point and so much fun to watch. It seems like every single person had a blast with this film.RRR is about as close to perfect as an action movie can get. This action epic proves that a good movie is never too long. Despite being three hours long, I did not once check my phone to see what time it was. This movie makes me want to watch more Bollywood films. I feel like I am missing out. This movie brought me so much joy that I almost want to watch again right after the first time. This movie is smart, creative, funny, heartwarming and bonkers in the best possible way. My only regret is that I did not see this movie when it was first released in theaters. For now, I will seek this film out on Blu-Ray as soon as I can.",10/10,positive
zubaieralam,Was expecting some thing more exciting like bahubali but end up watching an average rated movie with moderate storyline.Story plot was good but could have done better with twisted storyline.Acting performance for both ntr and ram was flawless . Casting is very surprising wheres an actress like alia bhaat hard to expect!!Enjoy with your family with a bucket of kfc spicy chicken😁😁,6/10,positive
Stream2BigScreen_Movie_Reviews,"Hey, Streamers! Word of mouth is a powerful tool in marketing a movie. I have been hearing about this epic, 3-hour action flick from India for the past few months. I heard that it was a spectacle full of high octane action sequences, musical performances and more that had to be seen to be believed. While I couldn't catch this one in the theater, Netflix has added RRR to its service. Here's how it goes.Yes, RRR is an epic, action movie about two men on a collision course with the British Empire in India. There is Bheem, who sets out to rescue Malli, a young girl from his tribe who was kidnapped by the British governor and his wicked wife. Then, there is Rama, an Indian police officer working for the British army. Bheem is fierce and ruthless, cunning and singularly focused on his goal to save Malli. Rama is equally fierce and ruthless and set on protecting the British government. As Bheem and Rama meet and become unlikely friends, secrets and hidden agendas lead to more than they both bargained for in their relationship and lead to the simmering revolutions against the British Empire.Despite its 3-hour run time, RRR is relentless. There are some lulls when the movie is setting up its plot, but it doesn't dwell much in exposition. Believe me, you may need a moment to breathe in between these action sequences. The film moves from action sequence to musical number and back. There are crazy visual effects and boundless energy coming from the screen through the camera movements and the actors.Actually, words cannot explain what this movie is really like. You just have to see it to believe it.RRR is a must-see movie. Sure, it's long, but don't let the runtime deter you. There is enough energy and action to fill the screen from beginning to end. It is surprising and worth the time spent. Grab a big box of popcorn and settle in for butt kicking and dancing and action in RRR.",8/10,positive
rajatdhari,"Nothing new in this movie , it's just another masala movie.south Indian film industry still need to learn from Hollywood. Instead of wasting money on this rubbish viewers should go for Oscar nominated movies. Atleast director and script writers of the movie should learn from from the makers of kashmir files.This movie is total waste of time ,I felt like director of this movie was high while making the movie.",1/10,negative
sandeeptanagala,It's a indian pride movie go and watch in theater your money is 100 percent worth mark my words rajamouli never disappoint you🌊 🔥 that's my promise the two heroes friendship bonding the director convey fabulous & naatu naatu song dance 💃🕺👯performance is more attract.,10/10,positive
maestromanohar,"It's neither a classic nor an epic,but a full-on mass masala action-entertainer. Don't expect a lecture class about the freedom struggle, it's an out and out commercial movie loaded with tons of hyper-heroism and heavy dosage of sentiment. Technically brilliant, nothing to complain. Only thing is I couldn't watch this in 3D format.",9/10,positive
kashishvij-43797,This is a must watch movie for the Indian because it reminds us how we got treated when British government was ruling in india. Nice effects and vfx. Great work done.,10/10,positive
shaikshahid-85707,"Overall a BLOCKBUSTER Movie for an INDIAN CINEMA🔥 Rajamouli mark repeated a must watch HISTORIC FILM so far...🔥🔥#NTR #RAMCHARAN was simply amazing with their performance 🔥#JAKKANNA proved himself again with a Great Thing #RRR🔥🔥
#RAM #BHEEM These are the parts of a emotional bond......!#NTR
#RAMCHARAN
#RAJAMOULI
🔥🔥🔥🔥",10/10,positive
ganeshr-69743,"This movie is a complete package of everything action ,emotion , dance , drama what not you just name it i enjoyed every second watching this i recommend everyone to watch this movie.",10/10,positive
thesaif-96423,"SS RAJAMOULI
The name is enough to watch the movie..
Ram & Bheem are terrific!!Story is revealed in the trailer itself, just go to the theaters and enjoy the emotional highs & adranaline rush in your body.Action sequences are one of its kind, music is good!!",10/10,positive
nupurtiku,"RRR too much expectations and very less delivery ,it is very average movie 🍿 , it's very ordinary story , only few scenes are good ,it works for me only in few parts , actors are brilliant but the story doesn't support the actors to excel , totally one time watch ,i give this movie ⭐⭐ .",1/10,positive
ramumoturi-60943,All I have to say is Movie is beyond expectations.Both CHARAN 🔥and NTR 🌊has done never seen before performances and enacted very well in their Roles.,10/10,positive
aniketchauhan-66846,"Went to watch 1st show of RRR.I can't express my feelings,
It was Just Mind-blowing, i just kept shouting and Whistling all the time.Rajamouli Sir Hats off to you for creating such a Masterpiece
Ramcharan and Jr NTR were just unpredictable...",10/10,positive
ak-90084,"Best ever movie I have watched.Combination of history, drama, comedy, action snd a lot of twist susense and turns.Love this movie.Combination of history, drama, comedy, action snd a lot of twist susense and turns.Best ever movie I have watched.Combination of history, drama, comedy, action snd a lot of twist susense and turns.Love this movie.Combination of history, drama, comedy, action snd a lot of twist susense and turns.Best ever movie I have watched.Combination of history, drama, comedy, action snd a lot of twist susense and turns.Love this movie.Combination of history, drama, comedy, action snd a lot of twist susense and turns.",10/10,positive
kappapraveen,"Highlights:
1)rajamouli
2)rajamouli
3)rajamouli
4)rajamouli
5)rajamouli
6)rajamouli
What a movie ek no movie
This movie is better than so many marvel movies.",10/10,positive
kbabu-96313,"#RamCharan Dominated the show as expected
2nd half u will see Charan's #Vishwaroopam
It's portrayed as
Lord Ram - @AlwaysRamCharan
Sita - @aliaa08
Hanuman - @tarak9999
#NTR Acting is also Good
#RRRMovie
#RRRTakeOver
#RRRBlockbuster
#RRRMOVIEREVIEW
#SSRajamouli.",10/10,positive
manuel1avila,"I just edited this review to add that I gave a second chance to RRR and enjoyed thoroughly as much as most people. I left my old review just to provide an insight on what could have changed. My 2 cents on how to enjoy RRR: Watch it with other people around and turn on your fantasy goggles.OLD REVIEW (Watching it alone and tired):It is really hard to know what to make of this movie. I watched (part of it) because Patrick H Willems recommended it, but I think he might have fallen to the emotion of a movie theatre packed with Indian cinema fans.Not only I am not unfamiliar with Indian movies, but some of them are among my all time favorites: 3 Idiots and Dangal would be the top ones. However, RRR looks like a parody of Indian movies: Over the top but stupid action, very bad special effects, idiotic plot, extremely poor acting and caricature-level bad guys are rampant throughout the film.I hope the otherwise promising Indian film industry won't get lost in the adoration of its hardcore fans and continue providing us with the amazing stories the west klacks of.If you want to watch an over the top but a lot more enjoyable indian film, look no further than Makkhi (Eega), a joy to watch and laugh with/¿at?",8/10,positive
chandantamariya,"Nothing new in this movie , it's just another masala movie.indian film industry still need to learn from Hollywood. Instead of wasting money on this rubbish viewers should go for Oscar nominated movies. Atleast director and script writers of the movie should learn from from the makers of kashmir files.",1/10,negative
padisarala,"OMG! What can I say abt the movie. 3 hours movie every second is important. Whole movie , each and every shot is amazing. Action sequences are Oscar level. No words to describe action sequences. Both are mind blowing. We can't compare them. Climax is the one eye feast for charan and NTR fans. I watched first day first show which is something special. I am blown away from charan and NTR performances.",10/10,positive
bhanusuryasai,Excellent fantastic movie natu natu song was hilight on the movie. I liked NTR AND RAM CHARAN' action. Rajamouli was wonderfully designed this movie and fights.,10/10,positive
vamsikrishnakumbhala,"Every thing you expect will be in the film,The Biggest Action Drama in India.Stellar Performances from Ramcharan and NTR will make this even bigger.S. S. Rajamouli did it again with his phenomenal direction. Its larger than life cinema.",10/10,neutral
riticktiwari,"S. S Rajamouli naam hi kafi hai
But honestly mind blowing movie
12 out of 10
Yes yes yes
Ramcharan is fire and jr NTR is awesome
Mind blowing VFX
Screenplay direction ek number.",10/10,positive
sohamvhadgir,Movie is good . No abuse seen or anything bad scene. You can watch this movie with your family. The most distinguished think I noticed some over fight scene. That doesn't makes sense. But the part gives you fun . No doubts another masterpiece from as ss r sir. The stroy is very emotional aatchated. Rajmouli sir show the friendship and love in filim. Song are goods. Scsupence is good . And the title introduction was amazing love the RRR . Rajmouli sir you such gaer director. VFX is cool and awasome. The VFX is to awasome. And the last scene ram Avatar. Grateful 💐 🤗 . What a ending of flim so go and watch the movie.,9/10,positive
saichandramarupaka,I can't give my review just watch it.its awesome while coming out from the theatre you will not feel disappointed it's the best movie.legendary director ss rajamouli didSuper super super.,10/10,positive
susmita-94693,"What in the world happened? Before you sit to watch this movie, smoke pot!! It is impossible to sit and watch this movie in clear conscious mind!! So disturbing to see this mighty humans. I understand imagination has no limit but when you are connected to the real world this kind of imagination only make you extremely irritating! To me its not worth of 3 hours of my time!!",1/10,negative
srinutandringi,Top notch performances from both lead actors. Fantabulous taking by Master Rajamouli Sir. Excellent taking and splendid Visuals made this movie a Master Class never before and ever after. One should enjoy this movie in theatres. BGM takes movie to next level.,10/10,positive
eryubraj,"Every thing fine, but in hindi, the dialogue delivery of Ram Charan was not that good, else everything perfect. The action, screenplay, vfx, songs etc.",10/10,positive
chiranjeeviguttula,"Wonderful performance from both Jr NTR & Ram Charan. Everything in the movie is so good and perfect. Goosebumps @ many scenes. Extremely superb movie. I really wish Rajamouli sir doing films like inspirational real story of freedom fighters, great personalities from Ramayana & Mahabharat.",10/10,positive
adityadeodhar-71689,"The people who want to start their career,then this movie would be a benchmark for those people,the movie has all!!! Twist and turns,Larger than Life Character intro,Strong screenplay,and a 24k Diamond Direction done by S S Rajamouli sir,this movie can also become an example for Hollywood,about how to present a movie in a manner that audience will enjoy!!!!!!💯💯💯💯💯💯💯🙌🙌🙌🙌🙌🙌",10/10,positive
dullabasasmal,No word to say what a movie what a experience you will not satisfied by watching 1 time your heart will say no I will watch again and again...................................................,10/10,negative
vaibhav-15606,"Ohhh myy goodness that's a classyyyy from s.s rajamouli. Amezing theatre experience. Action was sperrbbbb, VFX ommggg, bgm heart breaking, cinematography was absolutely fantastic. One of the best movie experience everrrr.",10/10,positive
Kottayamkaaranabro,"Without a brain, this movie could be a visual treat. But with illogical action sequence and fake looking cgi, feels like audience is made fun of ??? How are they able to pass it beyond the editing stage? Lot of BS and cringy scenes still happening in 2022. Pathetic. Telungu audience should be demanding more instead of accepting being dump.",3/10,negative
satyasatyayt,"Brilliant performance from NTR and ramcharan.Top action sequences .music also good.Ramcharan 10/10
Jr NTR. 10/10
Direction 9/10
Music. 9.5/10Minus point : Predictable Story .",10/10,positive
samanbhndr,"Enjoyed every single minute. Big fan of NTR, Ram charan. Please do what the movie.Lots of love from Nepal and Australia.We were dancing in the songs.",10/10,positive
amoebic_flowing,"It's refreshing to me that RRR portrays the British colonizers from the 1920s for what they actually were: utter villains. Too many western movies have brushed over - romanticized even - the many black pages of colonization and the devastation it has brought to local people.That on itself makes this movie an absolute gem to me.The plot is great for an action movie, the actionscenes are spectaculair, imaginative, over the top and just EXTRA in the best ways possible. The action-heroes of this movie have Chuck-Norris-level superpowers and it's thoroughly entertaining to watch. I fondly imagine children having fun reenancting some of these scenes.Like most commercial Indian cinema-productions this movie duration is around 3 hours. The movie doesn't allow you to get bored, though, not for even a second.Every part of RRR seems meaningful and interesting and it just completely works. The power of this movie is the culmination of the amazing sets, the jawdropping graphics, the thought-out choreography, the great costumes, the beautiful-will-stay-in-your-head-for-days-songs, the lovely actors, the bombastic music / soundscaping, the interesting shots, the obvious symbolism, the touching relationships between characters, the balance between scenes and the overall dynamic of several extremes.Is this movie actually perfect in every way possible? No, it's not, but that's what makes it perfect to me. I loooove me some drama and extraness. 🍿Might be one of my favorite movies of all time.",9/10,positive
sherlock-55307,"The only film which is very unique in it's own way .... It would be very very less to call it a Masterpiece Or a Blockbuster ..it is more than that more than a Milestone.The film is a Magnetic THUNDERSTORM and Volcanic which will pull everyone to the cinemas to feel the Power of RamaRaju The Fire (Ram Charan) & Bheema The Water(NTR Jr.)
Alluri Sita Rama Raju & Bheema are real characters and never came face to face in real life .. But this film plot is pure Fictional with realistic characters and brings these two heros together
I don't know what others' opinion is .. The film deserves Oscar.",10/10,positive
bk753,"This film is not for everyone. The violence is off the charts, and the almost unfathomable depth of tribal loyalty, culture-driven friendship, and rage against an oppressor will be lost on many outside of the intended market. I'm absolutely dumbfounded by what I just watched, the sheer scope of this cinematic effort. I have never seen anything like it before, and doubt I will again. Which isn't to say it's all good.On almost every level this is a monumental film, even if at times it's monumentally stupid. But OMG, it's fun! It's absurd, insane, fast-paced, incomprehensibly violent, ridiculous fun. The acting isn't great but the characters are. The dialogue is half-baked but the message is fully cooked. Good vs. Evil in an epic, derailed, absurd, visually stunning, three-hour thrill ride. It fails in many way, but it never fails to entertain, good or bad. Despite its flaws, i'm giving it an ""8"" for the sheer cinematic spectacle it is. Watch at your own risk, but be prepared to be mesmerized.",8/10,negative
chaithurock,"Its rajamouli daa
No worry about rajamouli directionNtr and ramcharan killed in their characters really superbbbbbb movie
Worth to watchAnother blockbuster in rajamouli account Both heroines also good at their characters.",10/10,positive
pannag-93424,It's not looking lika a freedom fighter based movie. It looks like a Superman movie. 2 men are fighting with thousands of soldiers. Story is good but action scenes are not realistic.,1/10,neutral
venkysri-61351,"Never seen a movie like this. Goosebumps in every sequence. Especially jr NTR acting in Kamaram bheemudo song was top notch. Heroes entry, interval sequence, 2nd half, climax.. everythingsuper.. Both heroes acting was extraordinary. A must watch movie.",10/10,positive
inspirelyfs,One of the great movie. I ever seen. It will be India's biggest success in the history and will mark a great landmark in the world. Amazing.. Amazing..Must watch.,10/10,positive
sharmadeepak-98425,"RRR family movie, patriotic, cultural, beauty for eyes, roots of India. After Bahubali this is the movie you will enjoy a lot. Superb cast, act, dance , story and direction. 5/5.",10/10,positive
anandkhandelwal-41058,"What a film boss? Everything in the movie of RRR like Story, Performances, screenplay, Climax , Backgroung music , Music ,Cinematography , Costumes , Sets and Action scenes was EXTRAORDINARY MINDBLOWING SUPERCLASS.Thats why we call RAJAMOULLI SIR as father of all indian directors.",10/10,positive
lokeshwarkriya,"SSR'S Trademark vishuals and elevations
Jn NTR and RAM Charan career best performance
Brought out in this movie.Its not Bahubali Its an RRR think of it that way
Paisa vasool.",10/10,positive
mainaliprashant,Great movie with extraordinary vfx go and watch in 3d....rajamouli needs a applause and the way they depicted our prabhu shree ram is marvellous. Out of the world movie.,10/10,positive
vikash-75555,If that little girl Malli didn't show her talent in front of Englishmen this story wouldn't have happened.Moral of this film is don't show your talent in wrong stage!!,3/10,negative
cameronjamesmckinlay,"This film channels a lot of the same energy as late 80s early 90s Hong Kong Kung Fu flicks like Once Upon a Time in China and Fist of Legend as well as a bit of Infernal Affairs chucked in the mix.That is not to say it is in any way a rip off of tribute to those films, just has similar vibes, but very much Indian.It also has much bigger production values and access to CGI that the Hong Kong films didn't.Also, now the action landscape has changed, RRR has a wider appeal than Jet Li (and some) Jackie Chan flicks from that period, but I thought it worth mentioning that if you do like that period of cinema, you will LOVE this film.",10/10,positive
mrhosmath,"RRR is not just Film but it's package of entertainment , visuals, comic, and balanced character emotions. Theatre turning into stadium after long time. Though the story does not contain much of suspense and twists as it drives British rule, so u can't expect much of twists but the story presentation is amazing as never before. Every scene will make you shout out loud.One of the best screen presentation from all casts.and speaking about bgm is just goosebumps. If you watch it with no pre prediction then every scene is for you . You will definitely enjoy for sure.",10/10,positive
Retrostudious,"It's amazing how Indian cinema can make what I would call negatives in Western cinema really entertaining. Maybe they get the balance right by going balls-to-the-wall with the over-the-top moments. Rather than trying to be realistic with it, they embrace the madness. Western cinema makes the mistake of portraying realism but then failing by not thoroughly researching their subject or understanding basic physics. Indian cinema, on the other hand, tells physics and logical storytelling to sod off.This is a world where a one-man army with the strength of 20 men can take on a rioting crowd with many aggressors, where a man can take down and trap a tiger with sheer strength and will that defies impossible odds, and where dance numbers and storybeats appear without any rational as to why they are happening. This is RRR, and I embrace its insanity.",8/10,positive
surendersingh-74859,"No words to describe this movie it is a masterpiece movie one ward i can say omg how can anyone make this type of movie
3000 times osm
Must watch.👌👌👌👌👌",10/10,positive
shubhamfly,It actually made for big screen acting of both NTR and Ram charan superb and other actors doing well epic movie Ajay devgn cameo is superb and the intervel scene gives goosebumps and last fight scene of movie just awesome go and watch the movie in theater in 3D . The 3D effects were just awesome.,10/10,positive
siripuramsamanvithsam,"RRR is a phenomenal Blockbuster and it is simply astonishing.In a movie some scenes can be Good but in this movie each scene isa masterpiece..
The way of direction and screenplay is simply awesome and i loved it..
All People can love it and enjoy it..
Go watch it with your family and friends and know the truth , who actually ruled our country and took many lives and know the real heroes who gave their blood for Independence...
#allurisitaramaraju #komarambheem #rrr
#jaihind..",10/10,positive
vidyac-49557,A movie just being sold by paid media and bollywood mafia for the sake of Alia... beyond that the movie is a waste of time with no essence or story... waste of time... film makers need to realize that audience have woken up and your paid media or marketing by mafia is not going to make it a paisa vasool.,1/10,negative
justinpramod,"#SSRajamouli gets it right yet again... #RRR is a big screen spectacle that blends adrenaline pumping moments, emotions and patriotism magnificently... #RRR has the power and potential to emerge a MASSIVE SUCCESS.",10/10,positive
sshivsankar,Unbelievable you must watch this movie I swear when you will see this movie you forget about Hollywood this movie is amazing I never forgot my goosebumps when I saw this movie every body clap for every seen s.s Raj done his mind-blowing job I love this movie 🍿🍿🍿🍿🍿🍿🍿,10/10,positive
ssanthoshchowdary,The movie have many wow factors along with the story line both balanced in an excellent way. A good package of fine direction and acting along with amazing visuals.,10/10,positive
sureshit-46104,"Ram Charan's acting is just next level , he makes you laugh, cry and even hate him. Complete actor. Jr ntr is awesome. Ajay devagan role is small but effective.",10/10,positive
harish-21980,I am fan ntr and ramchara both have acted so good this is ultimate. Even both are shown equal 1st half ntr was shown more in second half ramcharan was shown good and the second half was extremely awesome.,10/10,positive
purushotham-33403,"Story is simple. What makes it special is Rajamouli's direction, oscar worth acting by the two lead actors. Still the movie is running in my mind. Even the songs are superb.",10/10,positive
srinuvasu-30856,"Ntr & Ram charan scenes are extraordinary
Natu song is never before top notch.Intro scene of Ntr is best.Climax is Ram charan's show.Ntr entry in Interval scene mind blowing.Ntr looks can be better.",10/10,positive
gopalcherry,"While credit goes to S S Rajamouli sir , actions sequenced are peaks, NTR acting and charan screen presence top notch level. Terrific BGM by M M Keeravani sir. Thanks to the whole team for this movie.",10/10,positive
ravindrakinnera,"Yeah the wait is over watched RRR (Rise Roar Revolt)To describe the movie literally im searching for the Words i don't know or i don't have any idea abt how to describe the film It's Unanimous one thing I can say SSR is always Pride of Telugu cinema and Pride of Indian cinema And one more thing is I don't know why he choosed Ram Charan for RamaRaju character He is Perfectly Fantastic in his Character jst make your Expectations high on Ram Charan sir He is Unique. And asusual NTR sir is Ultimate in his Role
Finally I'm Really Proud of SSR sir
Thank you for making this Sir we Love you.",10/10,positive
princesssaaya,"Awesome first half. Second half stumbles kurachu but picks up by climax. First half and last part of second half is filled with moments u wanna howl and hoot. Entries and action sequences are pure Telegu commercial mass type..over the top and grand but still entertaining and enjoyable.🐱 Forget logic and laws. Can't compare to Baahubali, there ain't a universe of characters create. Just two solid lead actors. U will fall in love with Jr. NTR and Ram Charan though. Alia Bhatt and Ajay Devgan are just cameos. Though beautifully played. The British behave stereotypical almost like Lagaan. BGM and VFX are top notch. Naatu Naatu is obviously the highlight of the movie.💫 Overall nothing like Baahubali, but this needs to be watched in theatres because it's visually so eye pleasing in the big screen.",10/10,positive
balubattu-32079,"This is an Emotional & Action Roller Coaster. Should be seen on big screen only. Splendid action., awesome acting from entire cast. Don't want to give away any spoilers. I am not a Telugu knowing person. But that hardly matters. You can feel the emotions and adrenaline rush. S S Rajamouli Sir, you have done it again. Haven't lost your Midas touch at all. Awesome, awesome and awesome. Enjoy this in theatres only.",10/10,positive
srmebooks,Worth watch it.. you never be disappointed.. each frame in the movie is awesome..kudos to the complete team..#OneWordReview... #RRR: TERRRIFIC.Hastsoff to the complete crew...,10/10,positive
pradyumnathegenius,Purely illogical. Action scenes are like superman scenes. Can't understand why people are giving it good rating. One of the worst story . Heard tht it's a dream project . I think thts why director made this so unreal. Expected a lot. Still it's making a good business. Strange. Only thing good in this movie is acting. And the direction n story line very poor.,5/10,positive
jadish-49655,One of the best movie filled with action and drama finest film from one of the finest artist SS Rajamouli and the fabulous acting of Junior NTR and Ram Charan makes this film as one of my favourite film.,10/10,positive
anantdhiman-46891,That was really a brilliant movie i enjoy this movie thanks to director for making this this movie and in hindi this movie is awesome i love it all the cast do there best in this movie that nacho nacho song in video was mind blowing i didn't think that movie was this type of awesome.,10/10,positive
vietorisz,I never give a movie 10/10 BUT THIS PEOPLE!!! It is totally OMG. Just heard of it after winning at golden globes the best song. After watching that specific scene on youtube I went watching it on my 100 inch home cinema big screen and I urge everyone to do that too because is big loud gorgeous fun stupid homoerotic unrealistic but enjoyable and it keeps you entertained all the way... yep 3 hrs. It's good to have a break half way. The scenes are fantastically composed on several levels the coloring the cgi the fullness of each scene the characters that are empathically engaging the sound and of course the music and the songs all with subtle tones from other big blockbusters. I even heard some Ga Ga rhythms in there and a big chunk of the soundtrack is inspired from Avatar 1. Speaking of Avatar 2 should have been like this. Three hrs on Avatar 2 was hell this was entertainment. Mr Cameron if you haven't seen it I really recommend you do.,10/10,positive
arshin-99580,"Wonderful movie, SS Rajamouli take a bow
Brilliant screenplay, cinematography and scenes that could take your breath away
NTR and Ramcharan were amazing and Took the movie to the next leve.",10/10,positive
pratikrathi-33070,Bit of weak writing with sometimes feeling of lengthy and unwanted scenes but overpowered by Ram Charan Teja's and Jr. NTR's class actingA must watch theatre movie.,10/10,negative
sridattu-19168,What a movie... Just mind blowing and the movie met with the expectations. Really Rajamouli is an gift to Indian Film Industry. The Heros done fabulous job with the acting its just mind blowing performance from the team.. Keepi it up guys. Hope we are going to see most kind of these movies...,10/10,positive
jkpwdfqgk,"Due to the crazy hype around this film and over promotion I thought I'd watch it. Horrible and extreme overreacting in the entire movie, terrible visual effects and the costumes are very poorly executed especially for the British actors. Switched off after the first 30 mins. Can somebody please explain the hype? I don't understand the academy award for the song either!!!! I'd honestly say it's one of the worst 'films' I've ever seen not sure how it's received so much attention. I'm trying to find something positive or enjoyable about this film but unfortunately there isn't anything I can find.",1/10,negative
praveennukera,L'm writting this review after watch this movie.L really enjoyed it very well. Hurrrrahhhhh.................. in 1st interwal this contain shaandaaar review.,10/10,positive
pawarsanthosh-59025,"RRR is a complete package of stellar performances, visual wonder, racy screenplay, good action blocks, superb emotions.One of the best technical brilliant movies.",10/10,positive
gnanaharshagummadi,"What a movie... Cant express the feelings.. out & out performance.. worth waited.. Kudos to jakkana.. simple & rampage.. this movie will be remains as epic in Indian movie history...
Jai NTR.. Jai RC.. Jai Jakkana..",10/10,positive
hafizurrahmanhanif,"NTR and Ram Charan have competed with each other in giving the best performances to date. Their meeting, confrontational scenes together are completely new and exciting for the audience. It is needless to say how Rajamouli makes his actors look well built, but the emotions and the body language are so well given by the actors.",10/10,positive
mandard87,"SpectaculaRRR, Sensational & Spellbounding is what you will experience while watching RRR..!!You will get goosebumps in most of the scenes while watching the movie. SS Rajamaouli deserves all the credit for creating another MAGNUM OPUS. Jr NTR & Ramcharan deserves all the accolades they recieve for their roles respectively. They are just flawless in their characters. The BGM & the music by MM Kreem is just superb.Overall RRR has BLOCKBUSTER written all over it..!",10/10,positive
chowdary_anoop,"Never befor film, and extraordinary performance. Plan one show in 2d one in 3 d. You will definitely like it. Best film never seen before. Njoy evey moment.",10/10,positive
modunaru,If you have nothing to do then this might be a option for you.... Mediocre cinema on all front... Jr NTR and Ram Charan did their job .. so did Ajay Devgan... But Alia Bhatt couldn't match.... Waste of money and time....,1/10,positive
avi154,"Top-notch direction and powerful performances from everyone. Superb stunts and treat to watch in 3D.Indeed this movie is RISE of Indian cinema power, it will ROAR all over the world and create REVOLT.",10/10,positive
hrushi-30595,"It is a very good movie with navarasas
Visuals are very good and pre interval scenes was excellent songa are very good background music is the key for this movie ntr ramcharan both acted very well they have equal screen space all over movie was blockbuster.",10/10,positive
kumarshyam-52121,Ok 👌 Hi Hello. Sukh hai kya kar rahe ho to the world is the Oe i👍 i👍 don't have any idea how I can see👀 it to the new phone is why you i i will what❤ a good way home with me on Facebook and the rest of your friends👭👬 with me ammaie life I have a good time with me on Facebook I i i i👍 don't know what a beautiful woman I👍 what a good day of school🎒📚 call me ammaie life is a new world with.,10/10,positive
adityamishra-16493,"This movie is cool with Bahubali and NTR sir has given amazing performance. Rajamouli sir thinking and Ram & NTR sir performance is top notch.Love the film and all characters, this look like all character are made for this film only.",10/10,positive
awantitata,What a movie .... marvelous ... both heros performed extra ordinary .... more than that ...ahhh this movie is goose bump no words to describe the movie .. so good.,10/10,positive
davidpakkianathan,Absolutely awesome.... Great work from the team.Both the heroes acted superb good. Story line.....MASSSSSSSSI'm impressed with the movie. Watch now.,10/10,positive
